type	latitude	longitude	altitude (m)	name
T	-2.451263230	32.954292410	1179.4	
T	-3.122094960	34.435332370	1436.4	
T	-1.599043320	31.580985580	1230.7	
T	-2.487084610	33.015596670	1252.6	
T	-2.452516030	33.123511670	1162.6	
T	-3.262222180	36.904146220	1571.0	
T	-6.215072550	31.206214100	1189.5	
T	-9.596132280	34.601534760	2214.6	
T	-8.820031670	32.933487810	1536.6	
T	-9.761243140	35.288810820	1459.7	
T	-3.387633820	37.317997280	794.9	
T	-3.249791720	35.821390750	1728.9	
T	-4.873969660	29.742312670	810.7	
T	-3.151091350	37.605233680	1480.4	
T	-5.495689970	31.501981840	1068.3	
T	-2.738583360	33.236800690	1221.4	
T	-6.983966090	37.794559110	429.2	
T	-3.806693100	33.068388960	1207.1	
T	-7.558555540	36.144036970	1436.7	
T	-4.134597890	35.865245000	1191.5	
T	-9.904820120	35.094491470	1044.3	
T	-5.885572341	35.149669124	843.0	
T	-7.346826540	36.733654000	788.3	
T	-3.219076310	37.281790810	1454.1	
T	-2.514032440	32.582205470	1141.9	
T	-8.929931880	36.266312050	324.0	
T	-2.807933070	30.990501940	1349.4	
T	-2.978389890	31.661717230	1221.0	
T	-6.870739670	37.072981840	465.3	
T	-8.450368360	33.005692450	841.8	
T	-8.057886610	36.799437780	279.2	
T	-1.145773830	34.033861280	1182.8	
T	-8.997329810	33.661826510	2363.7	
T	-5.416349750	38.977768090	6.8	
T	-3.486939810	36.814765290	1002.6	
T	-4.824361480	30.034039990	1249.0	
T	-8.132202390	36.678144000	263.5	
T	-3.802416370	33.072875490	1208.1	
T	-2.323561580	32.441853030	1163.6	
T	-3.570600450	30.592267770	1288.8	
T	-9.557977750	39.669391880	76.7	
T	-6.470199870	36.286578510	906.4	
T	-5.834536190	34.709300020	1281.5	
T	-7.347750870	35.497543720	731.7	
T	-4.487816630	35.500776080	1573.5	
T	-5.131680000	38.459220570	358.0	
T	-8.827795970	33.852313990	1208.4	
T	-3.322409120	36.740534260	1741.4	
T	-4.243639360	35.505831310	1645.8	
T	-4.299153510	35.890846640	1241.0	
T	-10.079062970	39.027947820	468.1	
T	-10.101461610	34.677781070	1374.9	
T	-3.836887040	35.519182390	1791.6	
T	-7.003155990	39.080824730	116.4	
T	-2.663905590	33.482068460	1206.2	
T	-3.321551770	35.664738020	1549.7	
T	-5.885572341	35.149669124	843.0	
T	-11.013896520	39.166617000	212.7	
T	-4.879882100	35.883711290	1512.1	
T	-7.056922530	37.374016550	654.8	
T	-5.017705250	38.328336060	403.3	
T	-7.028279470	39.293667870	82.3	
T	-9.318374830	33.656830430	1277.2	
T	-3.784534270	37.622845270	995.7	
T	-3.405834040	36.538665940	1360.8	
T	-10.153751940	39.572472000	82.5	
T	-1.481738560	31.744451760	1180.8	
T	-1.835525460	34.614370870	1541.2	
T	-2.063493690	33.356471310	1188.4	
T	-3.353454020	36.673560140	1450.6	
T	-7.376666850	37.805520120	144.4	
T	-3.284583770	37.553486840	1425.5	
T	-2.516111680	30.559288600	1486.0	
T	-9.149886370	34.702689110	1835.4	
T	-4.726107100	38.335576000	1878.1	
T	-7.713205100	39.283883660	12.2	
T	-8.968355550	33.337771810	1434.7	
T	-4.420136140	29.941375630	1392.5	
T	-1.348571920	31.805323740	1284.6	
T	-3.476192860	36.807699830	1037.8	
T	-8.464097720	34.913758550	1700.2	
T	-1.389033570	31.157488900	1223.7	
T	-10.284776270	40.187777370	34.1	
T	-2.862577590	33.424328170	1209.2	
T	-6.803872390	36.071291380	742.6	
T	-6.893869650	39.118023700	134.2	
T	-1.920643380	34.657676390	1523.3	
T	-8.805830900	35.800690830	311.8	
T	-2.648484790	30.425214630	1400.0	
T	-3.866346790	33.204758280	1170.4	
T	-2.455899260	30.813842860	1544.9	
T	-4.694263910	33.002129340	1197.5	
T	-3.402097770	33.784068760	1198.1	
T	-3.645922330	34.062345660	1120.4	
T	-8.557316340	34.843750120	1354.0	
T	-10.924621080	35.494353280	971.1	
T	-8.966497680	34.528053700	1536.6	
T	-5.549999290	38.146681420	515.9	
T	-6.635538400	38.353112580	210.9	
T	-8.989744700	34.761637300	1735.0	
T	-10.752449820	34.859035800	1279.0	
T	-1.649387350	34.574844990	1341.1	
T	-8.444265970	38.611014670	159.4	
T	-3.725638730	33.784221330	1114.7	
T	-7.158228030	35.767269410	709.7	
T	-5.641633450	34.803938460	1349.8	
T	-3.586229830	37.357509070	695.0	
T	-9.046096120	32.867378270	1527.4	
T	-6.644340800	38.778515800	78.6	
T	-3.346550170	37.252881000	952.3	
T	-10.822989570	35.525852910	1012.7	
T	-5.885572341	35.149669124	843.0	
T	-1.642351100	33.714357480	1142.0	
T	-3.360668270	36.975077120	1210.5	
T	-9.264996530	33.238846810	1853.2	
T	-3.265060060	37.389217450	1437.4	
T	-1.626524170	31.592379370	1486.2	
T	-8.878321370	34.711203290	1506.3	
T	-7.019466560	39.388779410	56.8	
T	-8.736706560	33.713937270	1127.8	
T	-9.323882470	33.656729710	1267.1	
T	-7.196615130	36.783473630	686.4	
T	-10.701872070	35.644356170	1129.4	
T	-9.786572310	35.251852350	1396.0	
T	-11.319505660	34.822012820	486.8	
T	-3.241819390	36.650331070	1983.3	
T	-2.513867780	35.600456800	1216.5	
T	-10.938775420	34.988694810	1320.6	
T	-3.566421280	37.298158980	712.9	
T	-3.749104910	33.055193590	1202.2	
T	-3.532756400	37.557085290	699.0	
T	-7.453956830	39.124124890	76.9	
T	-8.904563070	36.718447360	411.1	
T	-8.658924630	36.415948780	319.0	
T	-6.314047020	35.758457620	1147.0	
T	-8.823938770	32.905237270	1529.6	
T	-8.964034720	33.336225170	1429.3	
T	-1.733987070	30.981625380	1543.6	
T	-4.562035270	35.846419740	1172.4	
T	-4.191059600	35.039023930	1655.2	
T	-7.615327480	39.010885620	117.8	
T	-3.166291260	37.135543240	1607.4	
T	-3.252533360	37.581553960	1713.4	
T	-1.132548740	31.783200540	1213.2	
T	-2.953804630	33.612711900	1275.1	
T	-2.862400980	37.119843600	1648.0	
T	-6.196204110	37.136927800	802.9	
T	-9.333776890	34.555825080	2183.2	
T	-6.841539310	39.160716620	83.6	
T	-3.492755690	36.841111240	980.7	
T	-2.833795680	30.692144240	1473.9	
T	-5.205906640	38.372402520	355.6	
T	-1.768915200	31.579574980	1474.4	
T	-5.178212010	31.893646880	1079.0	
T	-7.106934640	37.871216710	173.3	
T	-6.315470490	37.388369450	443.3	
T	-9.147998130	33.791862270	1586.9	
T	-3.207209790	37.034822000	1251.5	
T	-9.688148920	34.498165510	1737.6	
T	-9.570651250	33.705429540	540.1	
T	-8.113157260	35.412370550	1735.9	
T	-3.275960800	37.042684420	1143.8	
T	-3.397936540	32.257318550	1237.4	
T	-8.912625750	34.752563460	1611.2	
T	-4.143722280	35.846558630	1219.6	
T	-6.146176500	35.892355750	1106.5	
T	-3.182809480	37.069016030	1276.6	
T	-3.275483380	37.209368360	1113.8	
T	-1.741715870	30.897658740	1288.9	
T	-10.307971480	39.346669450	158.4	
T	-3.146057250	36.655221350	1655.3	
T	-4.914322430	34.841053520	1645.3	
T	-2.391036530	33.071571060	1159.4	
T	-5.885572341	35.149669124	843.0	
T	-1.860953830	33.991346420	1397.0	
T	-9.570190530	34.440153960	2028.3	
T	-4.676387520	34.874364800	1597.5	
T	-2.004639450	33.872319730	1270.6	
T	-3.173118620	37.042010940	1357.4	
T	-9.621754380	33.867744360	497.1	
T	-6.761019320	38.127325200	190.4	
T	-4.669107900	38.273385450	1802.9	
T	-4.183917560	34.885085210	1515.8	
T	-2.825256590	32.738369200	1192.1	
T	-4.852829840	32.566583630	1124.8	
T	-8.290361310	36.335603850	258.9	
T	-5.120023500	32.524528330	1142.9	
T	-6.636404800	38.347826500	210.5	
T	-3.186038880	33.779618980	1354.0	
T	-10.047949640	39.618387470	49.3	
T	-4.051674110	34.449708340	1068.7	
T	-3.213961100	36.862005670	1505.4	
T	-2.981223690	34.315955640	1389.2	
T	-3.630467050	33.789098730	1136.8	
T	-6.284180380	31.241859740	1206.5	
T	-6.873653920	37.078654480	459.5	
T	-4.855456600	29.700459340	828.5	
T	-7.624889530	31.021539010	1638.1	
T	-4.805066960	34.459431310	1404.7	
T	-7.657223050	35.380216610	914.6	
T	-3.778196050	37.710215770	798.8	
T	-8.852985420	32.743898710	1486.5	
T	-2.999795510	37.563037520	1660.7	
T	-1.836309380	33.514842460	1137.3	
T	-10.660142840	40.079001340	89.9	
T	-4.793386060	29.667633140	918.1	
T	-3.258973150	37.175302720	1198.4	
T	-9.866416010	34.952107370	1353.6	
T	-4.796170310	29.647017830	907.8	
T	-8.075413690	36.658325010	275.5	
T	-3.571137750	32.078711700	1174.6	
T	-10.356628850	40.162637630	136.4	
T	-2.801586540	33.410488280	1238.3	
T	-1.788868840	33.565439100	1147.6	
T	-3.961445400	34.911396930	1416.0	
T	-3.433693680	37.444233940	725.9	
T	-8.845541400	34.021182800	1137.3	
T	-3.147984300	37.681002620	1069.2	
T	-10.122023350	37.865249180	548.0	
T	-7.071055610	37.893234880	186.1	
T	-6.168961420	37.682902110	360.8	
T	-4.962805460	34.561405800	1365.5	
T	-4.742753880	29.731410470	1003.4	
T	-10.583047920	35.788415150	1120.1	
T	-9.228975980	33.597083910	1330.0	
T	-3.395754780	31.611084890	1193.5	
T	-7.733717390	36.925596000	325.1	
T	-6.781186070	37.142413390	440.0	
T	-2.505307930	30.512197140	1687.5	
T	-7.158306320	39.115760350	96.0	
T	-6.143906850	37.600851470	371.5	
T	-10.644472570	35.449346470	1026.1	
T	-10.935245660	35.015345460	1348.5	
T	-4.487443340	29.777111160	1675.8	
T	-1.252914660	31.651696450	1316.8	
T	-1.398725310	33.877929880	1161.3	
T	-6.273954830	31.133248790	1180.5	
T	-10.590997420	36.064023800	905.4	
T	-4.357229820	34.200404970	1092.4	
T	-4.669332490	34.422861270	1439.0	
T	-11.067716480	34.897723940	1575.5	
T	-8.658259770	34.883135620	1565.2	
T	-4.608304890	29.870900610	1082.7	
T	-10.476566190	38.962945130	259.8	
T	-10.575898320	36.004883450	884.8	
T	-2.091826380	33.256007970	1143.0	
T	-1.668409140	31.582854660	1494.9	
T	-1.487219230	31.460164120	1205.0	
T	-11.560545360	36.464334990	641.0	
T	-9.248568900	35.121040370	1625.5	
T	-3.818761900	33.174472370	1256.3	
T	-7.546352580	39.130874850	134.2	
T	-6.845707030	33.249980700	1190.1	
T	-9.569449310	33.747924420	538.9	
T	-9.205522130	33.715052250	1352.2	
T	-7.086492030	39.375269690	36.2	
T	-4.242047560	35.488289390	1703.1	
T	-2.033276230	31.552912740	1300.8	
T	-8.830178330	34.567335940	1343.3	
T	-7.753782700	35.478674170	1544.7	
T	-3.041485400	37.598228500	1557.5	
T	-4.539899720	29.918152330	1194.8	
T	-3.996276420	33.712168250	1089.7	
T	-8.866644390	34.924283250	1621.3	
T	-10.868092250	38.963524040	292.1	
T	-9.304705780	34.287364110	2270.5	
T	-4.610887340	35.947657120	1178.2	
T	-3.905029490	33.263804270	1091.9	
T	-8.971537550	36.684295150	879.9	
T	-10.839103590	39.131995790	385.7	
T	-7.733996550	31.163498180	1694.4	
T	-1.833280120	31.664754500	1290.4	
T	-1.217743450	30.695313610	1481.3	
T	-5.453881560	38.872419910	75.1	
T	-10.964297380	39.305012070	655.5	
T	-10.223617550	38.629081680	376.5	
T	-8.992591520	34.759052500	1746.3	
T	-3.459528900	36.790538390	1069.0	
T	-8.691901060	34.376271430	1074.9	
T	-4.949121260	34.157026640	1100.1	
T	-6.121907190	37.037501680	1078.0	
T	-2.873222880	33.300918480	1184.3	
T	-3.261304630	37.511033480	1639.3	
T	-3.343122540	37.581576980	1036.0	
T	-2.393259680	32.114986930	1152.8	
T	-6.973991380	39.288155280	70.6	
T	-6.413644890	35.779001390	1067.8	
T	-7.863361420	31.813901640	884.9	
T	-8.520122820	36.516590650	320.5	
T	-1.381677970	33.921804180	1215.3	
T	-9.874993450	35.097241370	1038.9	
T	-5.482279480	38.948190460	78.3	
T	-3.407948830	37.301547390	763.7	
T	-8.815073850	34.133831610	1065.0	
T	-4.410287620	37.951704200	1565.2	
T	-6.783781500	38.859716080	147.5	
T	-8.981188480	32.779914160	1469.1	
T	-9.343518350	34.568928080	2170.4	
T	-2.448186910	30.634378410	1428.4	
T	-8.698656060	34.302548720	1059.6	
T	-8.996904960	32.202119430	1442.1	
T	-3.157663740	31.062846050	1192.9	
T	-3.184695850	36.827234200	1599.7	
T	-5.084535160	32.792804170	1224.1	
T	-2.620423910	36.463991780	1723.2	
T	-2.493469280	32.806192040	1147.6	
T	-2.699213780	30.637606160	1396.8	
T	-3.973629750	30.591342780	1178.5	
T	-9.302822250	34.503548970	2186.8	
T	-10.449209190	34.673643140	727.3	
T	-5.885572341	35.149669124	843.0	
T	-2.974910190	33.220091710	1172.2	
T	-2.967639280	33.512315700	1235.9	
T	-3.535642770	30.655709060	1337.9	
T	-1.190314910	34.089619430	1314.4	
T	-5.561144790	36.482588920	1453.5	
T	-9.329223040	33.654227200	1256.4	
T	-7.850472270	36.888351870	316.0	
T	-9.443984300	33.963216920	502.7	
T	-8.437503880	33.009378620	983.0	
T	-7.757099700	31.356462210	1940.6	
T	-9.168013100	34.676223460	1784.2	
T	-5.133955410	38.893512200	111.6	
T	-9.281426700	33.907554510	846.9	
T	-5.022231040	38.634382270	1062.1	
T	-9.090833220	34.999041170	1771.7	
T	-3.356955050	32.185875100	1349.6	
T	-3.306251970	37.198002440	1025.9	
T	-5.131407830	34.769110410	1532.5	
T	-9.633022470	34.649439770	2220.2	
T	-2.934172750	33.408866290	1209.9	
T	-3.189676150	37.291664810	1708.7	
T	-3.148750280	36.849917740	1436.5	
T	-3.560485340	36.978044040	912.2	
T	-4.881995270	34.892870230	1684.0	
T	-7.005917700	39.076842850	119.6	
T	-5.037744710	38.301596000	376.6	
T	-4.822663410	30.024991710	1245.1	
T	-3.574827440	30.720297350	1426.9	
T	-4.436818090	30.126580760	1605.1	
T	-9.492123690	33.686045000	578.8	
T	-6.641616260	38.781168930	62.4	
T	-3.208016810	37.134348850	1420.0	
T	-3.707429020	30.462177460	1194.3	
T	-4.464354380	32.331285010	1148.0	
T	-8.457236960	34.921808210	1732.6	
T	-4.642808100	38.275376670	1814.3	
T	-9.854324970	34.938996450	1381.4	
T	-5.885572341	35.149669124	843.0	
T	-1.311595280	30.834747220	1607.8	
T	-4.841442600	38.353044590	1400.0	
T	-4.019609890	32.523589430	1295.6	
T	-9.357247420	34.600324960	2115.1	
T	-3.318330620	36.635631500	1508.0	
T	-3.497039900	32.389716170	1203.0	
T	-4.603310470	35.803653560	1225.2	
T	-3.109234420	37.628272420	1317.0	
T	-7.415076100	38.936582670	131.9	
T	-1.692701670	30.998738110	1365.8	
T	-6.078504280	35.908950480	1131.8	
T	-4.075854260	33.008018530	1155.4	
T	-3.435274500	33.816581560	1185.9	
T	-7.753427500	39.008552320	98.0	
T	-10.535683340	38.690237750	361.6	
T	-10.529679080	35.846565000	1011.3	
T	-4.159880250	32.644212060	1223.7	
T	-4.502000940	37.907350040	655.3	
T	-8.516950630	35.947109770	294.3	
T	-5.510890300	38.931945550	64.8	
T	-5.369322040	37.469789060	1096.5	
T	-7.784941110	31.270459950	1694.4	
T	-5.751814400	34.829411040	1264.9	
T	-3.227264190	34.251212530	1317.3	
T	-2.877580280	33.562656660	1237.5	
T	-7.698387460	31.354911110	1886.7	
T	-10.286539100	39.985019460	37.1	
T	-8.835539580	34.931047580	1614.8	
T	-3.187837250	36.973228800	1442.4	
T	-2.780030750	30.549169120	1489.6	
T	-1.649732110	34.689554710	1513.3	
T	-6.378016470	38.353637130	278.1	
T	-2.577947720	33.347347950	1214.0	
T	-6.989456220	39.093483890	108.3	
T	-3.307125790	36.995377310	1085.6	
T	-3.525158980	34.330313060	1190.4	
T	-1.685785260	34.299037840	1256.9	
T	-2.399381770	31.744528790	1146.2	
T	-4.553639610	34.729510390	1493.0	
T	-2.514166490	30.820936250	1558.8	
T	-5.885572341	35.149669124	843.0	
T	-3.376023100	37.638243200	860.4	
T	-2.945174210	33.160145890	1146.1	
T	-8.137350550	36.675361880	262.3	
T	-9.713909570	39.570516310	119.1	
T	-8.534949680	31.744460960	1817.6	
T	-11.505654850	37.367483050	399.2	
T	-6.299126910	36.779868450	1309.8	
T	-2.777238610	32.992083760	1148.4	
T	-3.210935460	32.509626750	1179.7	
T	-5.885572341	35.149669124	843.0	
T	-8.722395110	39.171591560	65.2	
T	-6.897565860	39.183789590	53.4	
T	-6.978322370	39.091380140	107.9	
T	-6.692027050	39.037145490	125.6	
T	-1.687502660	31.575561370	1474.6	
T	-4.527367440	34.842069870	1539.6	
T	-4.854847700	38.364836110	1202.0	
T	-10.080376210	37.791459710	619.0	
T	-9.210814410	33.693089390	1495.7	
T	-3.263547360	37.193511490	1187.5	
T	-8.437126750	34.964014140	1764.9	
T	-6.432246370	37.526937610	362.3	
T	-8.412531900	31.572809610	1748.3	
T	-5.020097840	32.615394470	1190.2	
T	-7.836879530	36.891230910	311.1	
T	-4.990168760	34.732121850	1588.2	
T	-10.530728450	38.927390420	294.0	
T	-4.491875480	34.755056210	1506.6	
T	-3.457107590	37.396081910	728.0	
T	-5.885572341	35.149669124	843.0	
T	-3.778739190	35.485314460	1763.1	
T	-6.633343860	38.361885690	198.8	
T	-7.513462510	35.469277980	785.4	
T	-6.004240060	37.925206320	398.1	
T	-4.489383850	30.064882330	1706.5	
T	-10.390585410	34.743806850	839.0	
T	-10.953408810	34.926788060	1504.2	
T	-4.569932520	34.570230340	1459.6	
T	-4.989971720	32.044172420	1137.9	
T	-3.822734330	34.413804360	1082.9	
T	-1.851597480	31.574965240	1483.8	
T	-2.485122660	31.735475810	1152.3	
T	-7.022923720	37.722663150	442.6	
T	-4.232437380	35.510981960	1603.7	
T	-10.670652940	39.330848330	530.6	
T	-4.680764220	35.867244990	1256.6	
T	-11.207613400	36.281437150	741.2	
T	-3.014591020	37.557099760	1748.1	
T	-11.244341710	37.154501360	588.8	
T	-2.232987530	34.919654390	1525.1	
T	-3.591100130	33.536614200	1193.0	
T	-8.286923450	35.932035390	1842.5	
T	-3.702689450	33.146122970	1215.3	
T	-6.441152640	38.898076980	18.2	
T	-9.666344690	39.107391010	106.5	
T	-2.528829590	32.694747140	1176.3	
T	-3.572493220	30.681633160	1441.8	
T	-2.343202990	35.921770080	617.0	
T	-2.617602370	31.316111780	1424.7	
T	-10.795519070	38.618813100	365.9	
T	-4.858307280	29.734707370	794.4	
T	-8.769055320	34.747434980	1368.8	
T	-2.793905040	31.459491360	1313.0	
T	-6.817290390	37.904391460	387.1	
T	-3.334158620	33.623746810	1210.0	
T	-3.834413620	34.252910170	1077.3	
T	-4.130764680	35.095733600	1810.0	
T	-7.890403580	36.875517140	300.4	
T	-5.885572341	35.149669124	843.0	
T	-10.394403090	38.897532220	378.1	
T	-4.231355990	32.990934320	1206.7	
T	-7.958119420	35.244605350	1606.2	
T	-5.341919680	36.636398310	1340.9	
T	-6.837128700	36.646397510	896.9	
T	-3.631718400	30.557535830	1279.0	
T	-8.098476000	36.688885500	264.1	
T	-7.968566960	39.741518640	10.6	
T	-5.061958230	34.684367620	1541.2	
T	-3.292157920	30.951925690	1289.2	
T	-5.885572341	35.149669124	843.0	
T	-3.006967690	34.310284130	1392.8	
T	-7.784636520	35.602424450	1470.5	
T	-1.587274210	33.935342420	1187.2	
T	-5.142025950	38.720803610	247.4	
T	-9.003770320	34.607694670	1551.3	
T	-7.403334040	36.989668760	522.8	
T	-1.679725150	33.704375940	1134.6	
T	-9.140671840	33.772768650	1662.4	
T	-7.694710290	38.959031350	166.6	
T	-5.760647000	38.697657190	59.7	
T	-4.255249560	33.609045650	1158.3	
T	-3.327077380	37.393950610	986.6	
T	-3.702595330	37.669260200	1408.3	
T	-9.255664080	33.221257460	1807.4	
T	-8.136606820	36.676033540	262.7	
T	-9.323300340	32.967414790	1360.1	
T	-1.977825490	33.852586550	1308.5	
T	-3.361315140	36.891371080	1206.5	
T	-10.460736090	40.320692820	36.6	
T	-7.089417690	39.375293010	35.6	
T	-1.883597950	33.808892590	1178.7	
T	-5.138480160	32.340851550	1156.0	
T	-9.561923720	34.343330150	2006.1	
T	-3.254494410	37.473132880	1794.6	
T	-8.821947560	33.852314670	1193.9	
T	-1.717432730	34.256473060	1266.8	
T	-4.430141970	30.030109290	1610.7	
T	-4.977885680	38.705112690	182.4	
T	-3.222510700	36.936281660	1394.0	
T	-4.057275170	33.028313830	1144.5	
T	-2.572107840	33.273167180	1144.4	
T	-6.115563430	36.824297230	1261.5	
T	-3.341379610	36.967166730	1324.3	
T	-4.854863200	38.310843080	1159.7	
T	-3.353462870	36.916365270	1253.0	
T	-6.942129920	39.171493100	53.5	
T	-1.357158360	34.429923500	1607.3	
T	-3.757110700	32.164768800	1150.3	
T	-10.991436850	34.953499850	1465.6	
T	-9.008203310	34.573188900	1566.6	
T	-10.019944590	39.825866690	23.9	
T	-4.768152980	29.671193160	976.2	
T	-8.766491640	34.375207130	1105.2	
T	-3.173856280	34.300005680	1351.3	
T	-1.351486270	31.796872850	1297.4	
T	-5.885572341	35.149669124	843.0	
T	-4.062194310	37.728087180	886.1	
T	-10.559907080	35.826957760	995.6	
T	-9.215681470	34.109756160	2359.9	
T	-7.986941720	38.751884650	44.5	
T	-6.813714770	37.725466180	502.4	
T	-10.667315540	39.159935840	769.3	
T	-2.589866070	30.485270520	1553.3	
T	-1.299526750	31.430896650	1159.5	
T	-3.294462420	30.779165830	1318.7	
T	-6.983520720	39.213592890	60.4	
T	-3.180727270	37.248245080	1714.3	
T	-8.835866000	34.878366150	1649.1	
T	-5.667807830	37.265882110	1042.7	
T	-10.896686840	39.069661260	274.0	
T	-8.908205100	32.743145720	1470.7	
T	-3.611491240	32.620355360	1230.1	
T	-4.645166490	29.758413150	1590.4	
T	-5.885572341	35.149669124	843.0	
T	-6.910932830	39.196911180	52.8	
T	-2.551648730	36.786820400	1335.0	
T	-2.275520730	32.231413120	1134.4	
T	-10.853713490	39.124558850	372.0	
T	-3.451741140	37.543735130	736.5	
T	-2.599583830	33.270790290	1149.6	
T	-9.859528820	34.935765530	1375.1	
T	-3.261574280	37.363837790	1215.3	
T	-6.149606850	35.895749680	1102.3	
T	-1.351078970	30.787583620	1397.6	
T	-3.114480340	34.031760880	1308.9	
T	-10.292505070	39.375207630	146.0	
T	-8.467189580	34.999996970	1784.2	
T	-9.267795310	33.566822430	1257.2	
T	-4.542493040	29.908994760	1202.1	
T	-4.038533800	32.378562420	1191.8	
T	-10.387789560	34.747757210	853.2	
T	-5.007152980	39.091054830	23.0	
T	-8.140811480	36.680902390	261.1	
T	-3.118669680	36.798106040	1510.1	
T	-6.373253010	38.589105480	241.1	
T	-6.797808370	32.126843060	1161.4	
T	-5.885572341	35.149669124	843.0	
T	-4.582829980	34.863402540	1628.7	
T	-5.885572341	35.149669124	843.0	
T	-3.336134650	31.525758420	1224.9	
T	-4.193507610	35.260038000	1789.9	
T	-11.049781950	39.343616560	137.5	
T	-4.492003800	38.241033940	1641.3	
T	-10.528169680	36.034735270	866.3	
T	-10.557752110	39.704274330	295.7	
T	-8.286929950	39.215774900	24.5	
T	-6.049203090	37.111991420	941.5	
T	-8.639474540	35.154618150	1931.3	
T	-5.886411930	36.447213500	1186.5	
T	-2.872198380	33.466610060	1247.2	
T	-11.225420440	37.292374000	578.8	
T	-6.319395120	36.865154970	1382.1	
T	-6.761749460	38.868582280	133.1	
T	-3.362476450	30.754561440	1361.1	
T	-3.189260670	36.994568080	1401.7	
T	-3.298777570	37.636255840	1132.3	
T	-2.705798790	33.124779480	1261.1	
T	-9.284513950	33.863678200	977.3	
T	-3.954907710	34.009985420	1061.1	
T	-6.263172080	36.647899620	1161.9	
T	-3.832392060	32.644361060	1220.1	
T	-6.985841730	39.086182570	114.6	
T	-3.416818840	36.391987820	1330.4	
T	-3.160058930	33.368612470	1210.0	
T	-10.830594470	39.696131990	266.6	
T	-4.956138070	33.005504030	1309.7	
T	-9.365565810	33.002827840	1336.7	
T	-3.579268060	33.577298460	1202.1	
T	-3.219565950	33.600533540	1288.8	
T	-3.297573360	36.532141110	1660.5	
T	-4.231855700	35.584644900	1620.4	
T	-8.171349850	34.997788640	1552.2	
T	-8.056550450	36.732063850	292.2	
T	-4.657989250	32.239928910	1118.5	
T	-6.364524800	36.070412220	921.2	
T	-3.345692630	36.839121910	1291.9	
T	-4.722209490	29.661574390	1031.1	
T	-5.007371880	36.234404800	1340.4	
T	-3.617118430	33.492443880	1156.1	
T	-3.635154350	30.903747270	1298.9	
T	-8.568121760	35.924649100	311.3	
T	-8.138025930	36.689687050	256.7	
T	-8.507149230	31.818637400	1780.5	
T	-9.299046650	33.529818740	1133.8	
T	-5.885572341	35.149669124	843.0	
T	-9.805398650	34.714239870	1376.7	
T	-2.694173450	32.907357710	1154.0	
T	-5.885572341	35.149669124	843.0	
T	-4.172476920	33.460939660	1243.0	
T	-2.779445140	33.500670960	1222.9	
T	-6.640786910	38.346352140	212.0	
T	-5.885572341	35.149669124	843.0	
T	-5.560281830	36.264342080	1228.2	
T	-8.616645000	33.015402980	881.9	
T	-10.992696770	34.778147970	1513.7	
T	-6.511704880	38.925579870	31.3	
T	-10.476828170	39.050802580	262.0	
T	-9.208368960	33.634845920	1466.1	
T	-2.482995430	30.600066490	1376.3	
T	-8.764567710	34.796567070	1428.8	
T	-7.458699840	35.475652840	758.8	
T	-2.937015170	33.590107120	1266.7	
T	-9.369928940	33.036641210	1345.1	
T	-3.825243900	32.683582490	1199.0	
T	-10.391439990	40.130597240	93.6	
T	-9.241157490	33.563330310	1286.1	
T	-3.339712320	33.508988970	1216.2	
T	-10.519551370	38.002082280	432.5	
T	-9.687137120	34.504473830	1740.7	
T	-5.146156720	32.744444360	1186.4	
T	-4.353779950	34.193445350	1089.1	
T	-4.884514310	38.833432030	203.1	
T	-10.467552170	35.323256470	1053.1	
T	-5.070776260	32.071087790	1122.8	
T	-9.107209900	34.700530720	1737.0	
T	-4.302560300	35.874127140	1265.0	
T	-4.886864140	38.282792430	412.0	
T	-5.885572341	35.149669124	843.0	
T	-9.710235700	34.723425780	2024.0	
T	-6.122348210	38.302349750	337.8	
T	-7.867015500	36.896220260	301.3	
T	-5.526287150	37.224339560	1366.0	
T	-1.595137540	33.734119720	1224.5	
T	-5.566456560	36.380850230	1391.0	
T	-5.885572341	35.149669124	843.0	
T	-4.291619670	37.985567570	1612.2	
T	-4.360074050	37.823554590	678.3	
T	-8.704841010	34.159877100	1042.1	
T	-3.986721960	32.504057610	1267.1	
T	-11.126060530	36.221767910	796.6	
T	-9.479349530	33.902787820	499.8	
T	-9.950255320	39.325140010	321.6	
T	-4.866981000	38.799341100	222.6	
T	-10.535901250	34.803933210	1437.6	
T	-5.020277770	35.703140100	1233.5	
T	-1.887528870	33.734301440	1305.2	
T	-8.852024260	32.943768660	1521.8	
T	-8.704737380	34.386644420	1080.0	
T	-10.438004430	39.274898040	615.1	
T	-2.945805960	33.663135340	1242.5	
T	-6.171669640	35.638425920	1107.8	
T	-6.865451700	39.367021870	9.5	
T	-1.763769300	31.612884550	1514.8	
T	-3.419457950	32.549620260	1203.2	
T	-8.827018260	35.038644840	1476.8	
T	-5.212028780	38.618389830	303.9	
T	-1.115449230	30.742569370	1364.4	
T	-8.897432330	34.559039960	1403.7	
T	-10.964195750	34.987157080	1361.5	
T	-3.114830930	34.086965620	1317.2	
T	-11.111740830	34.929797440	1505.8	
T	-6.902190810	39.211353820	49.6	
T	-11.289242790	34.856978200	599.1	
T	-4.291219920	32.312935120	1161.1	
T	-9.198112690	34.707369990	1958.9	
T	-6.788419350	37.086163100	455.6	
